timestamp_s,elapsed_s,v_real,w_real,brake,distance_m
19.151,5.699999999999999,0.1,0.8,1,0.0
19.233,5.782,1.4,0.05942348241806031,0,0.003399895183531508
19.357,5.905999999999999,1.4,0.031459400057792665,0,0.14959976593713845
19.452,6.001000000000001,1.4,-0.17827121764421464,0,0.29239975319769085
19.532,6.0809999999999995,1.4,-0.17827121764421464,0,0.38759967800553397
19.67,6.219000000000001,1.4,-0.17128019705414774,0,0.5779993864304911
19.753,6.302,1.4,-0.1642891764640808,0,0.6731992462457642
19.862000000000002,6.411000000000001,1.4,-0.1572981558740139,0,0.8635989932179006
19.936,6.484999999999999,1.4,-0.1572981558740139,0,0.9587988745478946
20.041,6.59,1.4,-0.150307135283947,0,1.101598704274748
20.144,6.692999999999998,1.4,-0.7864900089800358,0,1.2443985438625256
20.226,6.774999999999999,1.4,-0.8004720501601696,0,1.3871956555858076
20.323,6.872,1.4,-0.7794989883899689,0,1.4823927682638747
20.425,6.974,1.4,-0.7655169472098351,0,1.6251885129173664
20.535,7.084,1.4,-0.7445438854396343,0,1.8155830890023281
20.64,7.189,1.4,-0.695606741309166,0,1.958379203434029
20.739,7.288,1.4,-0.6466695971786977,0,2.1011757136412093
20.836,7.384999999999998,1.4,-0.5977324530482292,0,2.2439726866330134
20.924,7.472999999999999,1.4,-0.5557863295078278,0,2.3391709086484744
21.042,7.591000000000001,1.4,-0.4998581647872925,0,2.529567964722556
21.136,7.684999999999999,1.4,-0.46490306183695795,0,2.624766683589221
21.226,7.774999999999999,1.4,-0.4439300000667572,0,2.7675651195690802
21.34,7.888999999999999,1.4,-0.4159659177064896,0,2.910363720270141
21.446,7.995000000000001,1.4,-0.38101081475615506,0,3.100762078200662
21.543,8.091999999999999,1.4,-0.3530467323958874,0,3.1959613486031344
21.638,8.187000000000001,1.4,-0.32508265003561976,0,3.3387604441408727
21.741,8.29,1.4,-0.304109588265419,0,3.481559673697061
21.835,8.384,1.4,-0.5907414324581624,0,3.6243590072408405
21.934,8.483,1.4,-0.5767593912780286,0,3.7671571949079925
22.038,8.587,1.4,-0.541804288327694,0,3.9099548693619353
22.13,8.678999999999998,1.4,-0.4998581647872925,0,4.052752760530061
22.242,8.791,1.4,-0.47189408242702485,0,4.195550941696562
22.354,8.902999999999999,1.4,-0.45092102065682416,0,4.338349347645637
22.446,8.995000000000001,1.4,-0.4229569382965565,0,4.481147904645148
22.541,9.09,1.4,-0.39499285593628886,0,4.623946618073886
22.645,9.193999999999999,1.4,-0.3670287735760212,0,4.766745492414135
22.73,9.279,1.4,-0.3460557118058205,0,4.861944825791768
22.859,9.408000000000001,1.4,-0.32508265003561976,0,5.052343693126403
22.936,9.485,1.4,-0.31110060885548596,0,5.147543176210241
23.043,9.591999999999999,1.4,-0.2971185676753521,0,5.29034249003226
23.138,9.687000000000001,1.4,-0.27614550590515136,0,5.433141863243766
23.237,9.785999999999998,1.4,-0.26216346472501756,0,5.575941311084363
23.368,9.916999999999998,1.4,-0.24818142354488373,0,5.766340663395883
23.453,10.001999999999999,1.4,-0.227208361774683,0,5.86154036454007
23.551,10.099999999999998,1.4,-0.2202173411846161,0,6.004339986515339
23.639,10.187999999999999,1.4,-0.19924427941441536,0,6.14713964569312
23.761,10.309999999999999,1.4,-0.17827121764421464,0,6.2899393523826
23.846,10.395,1.4,-0.19924427941441536,0,6.432739115548256
23.94,10.489,1.4,-0.19225325882434846,0,6.575538860560857
24.039,10.588000000000001,1.4,-0.18526223823428156,0,6.718338599970661
24.134,10.683,1.4,-0.17827121764421464,0,6.861138357757629
24.245,10.794,1.4,-0.17128019705414774,0,7.003938133249432
24.336,10.884999999999998,1.4,-0.17128019705414774,0,7.0991379930646765
24.434,10.983,1.4,-0.1642891764640808,0,7.2419377911917
24.533,11.082,1.4,-0.1572981558740139,0,7.384737600076096
24.644,11.192999999999998,1.4,-0.150307135283947,0,7.575137367890588
24.735,11.283999999999999,1.4,-0.1433161146938801,0,7.670337259305583
24.83,11.378999999999998,1.4,-0.1433161146938801,0,7.813137113236516
24.935,11.483999999999998,1.4,-0.1433161146938801,0,7.955936971873829
25.039,11.588000000000001,1.4,-0.1363250941038132,0,8.09873683051114
25.175,11.724,1.4,-0.12234305292367936,0,8.28913665547427
25.243,11.791999999999998,1.4,-0.11535203233361245,0,8.3843365784891
25.361,11.91,1.4,-0.10836101174354554,0,8.574736452532761
25.454,12.003,1.4,-0.09437897056341171,0,8.669936395045315
25.559,12.108,1.4,-0.08738794997334481,0,8.812736327191308
25.659,12.207999999999998,1.4,-0.08738794997334481,0,8.955536271663467
25.771,12.32,1.4,-0.0803969293832779,0,9.14593620151095
25.837,12.386,1.4,0.5977320678532124,0,9.241136169124038
25.98,12.529,1.4,0.7165794178843499,0,9.431533696731837
26.042,12.591000000000001,1.4,0.6886153355240823,0,9.526731700243529
26.137,12.686,1.4,0.6606512531638146,0,9.6219294357208
26.244,12.793,1.4,0.632687170803547,0,9.812325346376582
26.348,12.896999999999998,1.4,0.6117141090333462,0,9.955122510088596
26.458,13.006999999999998,1.4,0.4229565531015396,0,10.097919876395263
26.551,13.099999999999998,1.4,-0.40897489711642265,0,10.193118608262756
26.643,13.192,1.4,-0.4159659177064896,0,10.33591743105828
26.756,13.305,1.4,-0.39499285593628886,0,10.478716254077165
26.861,13.41,1.4,-0.3670287735760212,0,10.669114784124819
26.948,13.497,1.4,-0.33906469121575356,0,10.764314117502453
27.033,13.582,1.4,-0.31809162944555286,0,10.907113281394086
