row_type,timestamp_s,elapsed_s,v_real,w_real,steering_angle_rad,brake,x,y,distance_m,heading_error_rad,kappa,path_index,path_x,path_y
planned_path,,,,,,,,,,,,0,0.014864445905843127,0.04827474535650467
planned_path,,,,,,,,,,,,1,0.06486444665090119,0.04827474535650467
planned_path,,,,,,,,,,,,2,0.11486444739595925,0.04827474535650467
planned_path,,,,,,,,,,,,3,0.1648644481410173,0.04827474535650467
planned_path,,,,,,,,,,,,4,0.21486444888607537,0.04827474535650467
planned_path,,,,,,,,,,,,5,0.2648644496311334,0.04827474535650467
planned_path,,,,,,,,,,,,6,0.3148644503761915,0.04827474535650467
planned_path,,,,,,,,,,,,7,0.36486445112124954,0.04827474535650467
planned_path,,,,,,,,,,,,8,0.4148644518663076,0.04827474535650467
planned_path,,,,,,,,,,,,9,0.46486445261136566,0.04827474535650467
planned_path,,,,,,,,,,,,10,0.5148644533564237,0.04827474535650467
planned_path,,,,,,,,,,,,11,0.5648644541014818,0.04827474535650467
planned_path,,,,,,,,,,,,12,0.6148644548465398,0.04827474535650467
planned_path,,,,,,,,,,,,13,0.6648644555915979,0.04827474535650467
planned_path,,,,,,,,,,,,14,0.714864456336656,0.04827474535650467
planned_path,,,,,,,,,,,,15,0.764864457081714,0.04827474535650467
planned_path,,,,,,,,,,,,16,0.8148644578267721,0.04827474535650467
planned_path,,,,,,,,,,,,17,0.8648644585718301,0.04827474535650467
planned_path,,,,,,,,,,,,18,0.9148644593168882,0.04827474535650467
planned_path,,,,,,,,,,,,19,0.9648644600619463,0.04827474535650467
planned_path,,,,,,,,,,,,20,1.0148644608070043,0.04827474535650467
planned_path,,,,,,,,,,,,21,1.0648644615520624,0.04827474535650467
planned_path,,,,,,,,,,,,22,1.1148644622971204,0.04827474535650467
planned_path,,,,,,,,,,,,23,1.1648644630421785,0.04827474535650467
planned_path,,,,,,,,,,,,24,1.2148644637872366,0.04827474535650467
planned_path,,,,,,,,,,,,25,1.2648644645322946,0.04827474535650467
planned_path,,,,,,,,,,,,26,1.3148644652773527,0.04827474535650467
planned_path,,,,,,,,,,,,27,1.3648644660224107,0.04827474535650467
planned_path,,,,,,,,,,,,28,1.4148644667674688,0.04827474535650467
planned_path,,,,,,,,,,,,29,1.4648644675125269,0.04827474535650467
planned_path,,,,,,,,,,,,30,1.514864468257585,0.04827474535650467
planned_path,,,,,,,,,,,,31,1.564864469002643,0.04827474535650467
planned_path,,,,,,,,,,,,32,1.614864469747701,0.04827474535650467
planned_path,,,,,,,,,,,,33,1.664864470492759,0.04827474535650467
planned_path,,,,,,,,,,,,34,1.7148644712378172,0.04827474535650467
planned_path,,,,,,,,,,,,35,1.7648644719828752,0.04827474535650467
planned_path,,,,,,,,,,,,36,1.8148644727279333,0.04827474535650467
planned_path,,,,,,,,,,,,37,1.8648644734729913,0.04827474535650467
planned_path,,,,,,,,,,,,38,1.9148644742180494,0.09827474610156273
planned_path,,,,,,,,,,,,39,1.9648644749631075,0.1482747468466208
planned_path,,,,,,,,,,,,40,2.0148644757081655,0.1482747468466208
planned_path,,,,,,,,,,,,41,2.0648644764532236,0.1482747468466208
planned_path,,,,,,,,,,,,42,2.1148644771982816,0.1482747468466208
planned_path,,,,,,,,,,,,43,2.1648644779433397,0.1482747468466208
planned_path,,,,,,,,,,,,44,2.2148644786883978,0.1482747468466208
planned_path,,,,,,,,,,,,45,2.264864479433456,0.1482747468466208
planned_path,,,,,,,,,,,,46,2.314864480178514,0.1482747468466208
planned_path,,,,,,,,,,,,47,2.364864480923572,0.1482747468466208
planned_path,,,,,,,,,,,,48,2.41486448166863,0.1482747468466208
planned_path,,,,,,,,,,,,49,2.464864482413688,0.1482747468466208
planned_path,,,,,,,,,,,,50,2.514864483158746,0.1482747468466208
planned_path,,,,,,,,,,,,51,2.564864483903804,0.1482747468466208
planned_path,,,,,,,,,,,,52,2.6148644846488622,0.1482747468466208
planned_path,,,,,,,,,,,,53,2.6648644853939203,0.1482747468466208
planned_path,,,,,,,,,,,,54,2.7148644861389784,0.1482747468466208
planned_path,,,,,,,,,,,,55,2.7648644868840364,0.1482747468466208
planned_path,,,,,,,,,,,,56,2.8148644876290945,0.1482747468466208
planned_path,,,,,,,,,,,,57,2.8648644883741525,0.1482747468466208
planned_path,,,,,,,,,,,,58,2.9148644891192106,0.1482747468466208
planned_path,,,,,,,,,,,,59,2.9648644898642686,0.1482747468466208
planned_path,,,,,,,,,,,,60,3.0148644906093267,0.1482747468466208
planned_path,,,,,,,,,,,,61,3.0648644913543848,0.1482747468466208
planned_path,,,,,,,,,,,,62,3.114864492099443,0.1482747468466208
planned_path,,,,,,,,,,,,63,3.164864492844501,0.1482747468466208
planned_path,,,,,,,,,,,,64,3.214864493589559,0.1482747468466208
planned_path,,,,,,,,,,,,65,3.264864494334617,0.1482747468466208
planned_path,,,,,,,,,,,,66,3.314864495079675,0.1482747468466208
planned_path,,,,,,,,,,,,67,3.364864495824733,0.1482747468466208
planned_path,,,,,,,,,,,,68,3.414864496569791,0.1482747468466208
planned_path,,,,,,,,,,,,69,3.4648644973148492,0.1482747468466208
planned_path,,,,,,,,,,,,70,3.5148644980599073,0.1482747468466208
planned_path,,,,,,,,,,,,71,3.5648644988049654,0.1482747468466208
planned_path,,,,,,,,,,,,72,3.6148644995500234,0.1482747468466208
planned_path,,,,,,,,,,,,73,3.6648645002950815,0.1482747468466208
planned_path,,,,,,,,,,,,74,3.7148645010401395,0.1482747468466208
planned_path,,,,,,,,,,,,75,3.7648645017851976,0.1482747468466208
planned_path,,,,,,,,,,,,76,3.8148645025302557,0.1482747468466208
planned_path,,,,,,,,,,,,77,3.8648645032753137,0.1482747468466208
planned_path,,,,,,,,,,,,78,3.914864504020372,0.1482747468466208
planned_path,,,,,,,,,,,,79,3.96486450476543,0.1482747468466208
planned_path,,,,,,,,,,,,80,4.014864505510488,0.1482747468466208
planned_path,,,,,,,,,,,,81,4.064864506255546,0.1482747468466208
planned_path,,,,,,,,,,,,82,4.114864507000604,0.1482747468466208
planned_path,,,,,,,,,,,,83,4.164864507745662,0.1482747468466208
planned_path,,,,,,,,,,,,84,4.21486450849072,0.1482747468466208
planned_path,,,,,,,,,,,,85,4.264864509235778,0.1482747468466208
